"","Date","Sunrise","Sunset","Min_AltimeterSetting","Avg_AltimeterSetting","Max_AltimeterSetting","Min_DewPointTemperature","Avg_DewPointTemperature","Max_DewPointTemperature","Min_DryBulbTemperature","Avg_DryBulbTemperature","Max_DryBulbTemperature","Min_Precipitation","Avg_Precipitation","Max_Precipitation","Min_PressureChange","Avg_PressureChange","Max_PressureChange","Min_PressureTendency","Avg_PressureTendency","Max_PressureTendency","Min_RelativeHumidity","Avg_RelativeHumidity","Max_RelativeHumidity","Min_SeaLevelPressure","Avg_SeaLevelPressure","Max_SeaLevelPressure","Min_StationPressure","Avg_StationPressure","Max_StationPressure","Min_Visibility","Avg_Visibility","Max_Visibility","Min_WetBulbTemperature","Avg_WetBulbTemperature","Max_WetBulbTemperature","Min_WindGustSpeed","Avg_WindGustSpeed","Max_WindGustSpeed","Min_WindSpeed","Avg_WindSpeed","Max_WindSpeed"
"19","2006-01-19",NA,NA,30.26,30.316875,30.4,27,29.0625,32,30,52.1875,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,45.125,93,NA,NA,NA,29.14,29.196875,29.28,10,10,10,29,41.9375,46,NA,NA,NA,0,5.5,9
"20","2006-01-20",NA,NA,30.21,30.2888888888889,30.38,30,40.7777777777778,46,36,52.9444444444444,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,64.5,81,NA,NA,NA,29.09,29.1688888888889,29.26,7,9.33333333333333,10,34,46.9444444444444,53,NA,NA,NA,0,4.55555555555556,9
"21","2006-01-21","07:42:00.0000000","17:58:00.0000000",30.21,30.2529411764706,30.32,52,57.0588235294118,61,52,58.6470588235294,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,95.0588235294118,100,NA,NA,NA,29.09,29.1329411764706,29.2,1,2.20588235294118,3,52,57.8235294117647,62,NA,NA,NA,0,2.23529411764706,7
"22","2006-01-22","07:41:00.0000000","17:59:00.0000000",30.24,30.3070588235294,30.37,36,47.1764705882353,55,43,51.5625,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,89.75,100,NA,NA,NA,29.12,29.1870588235294,29.25,0,1.7,3,43,49.625,56,16,18.9285714285714,23,7,10.375,15
"23","2006-01-23","07:41:00.0000000","18:00:00.0000000",30.04,30.08,30.16,36,46.2857142857143,50,43,49.2857142857143,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,90.9523809523809,100,NA,NA,NA,28.93,28.9689473684211,29.05,0.75,2.14473684210526,4,43,47.8421052631579,51,NA,NA,NA,0,2.71428571428571,7
"24","2006-01-24","07:40:00.0000000","18:01:00.0000000",30.05,30.0861111111111,30.14,27,35.0555555555556,45,46,49.6666666666667,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,59.2222222222222,93,NA,NA,NA,28.94,28.975,29.03,5,9.72222222222222,10,39,43.2222222222222,46,0,16.8181818181818,21,6,9.83333333333333,14
"25","2006-01-25",NA,NA,30.15,30.2594117647059,30.33,10,16.4375,25,39,45.2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,32.2,46,NA,NA,NA,29.03,29.1394117647059,29.21,9.94,9.99647058823529,10,31,34.7333333333333,37,17,21.4615384615385,25,7,142.235294117647,2237
"26","2006-01-26",NA,NA,30.39,30.4276470588235,30.48,21,22.1764705882353,25,30,42.3529411764706,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,46.4705882352941,69,NA,NA,NA,29.27,29.3070588235294,29.36,10,10,10,27,34.4705882352941,40,17,17,17,0,5.58823529411765,10
"27","2006-01-27",NA,NA,30.48,30.538125,30.61,19,22.25,25,37,46.25,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,39.5,52,NA,NA,NA,29.36,29.409375,29.48,10,10,10,31,36.9375,41,17,19.6666666666667,21,3,7.75,14
"28","2006-01-28",NA,NA,30.15,30.3182352941176,30.49,25,36.5294117647059,43,37,53.8235294117647,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,52.8235294117647,63,NA,NA,NA,29.03,29.1982352941176,29.36,10,10,10,32,45.5882352941176,51,16,18,23,0,7.58823529411765,14
"29","2006-01-29",NA,NA,29.84,29.9073684210526,29.98,41,50.1052631578947,55,54,58.7368421052632,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,75.0526315789474,94,NA,NA,NA,28.74,28.7984210526316,28.87,7,9.21052631578947,10,48,54.1578947368421,58,16,16.5,17,5,7.88888888888889,11
"30","2006-01-30","07:37:00.0000000","18:07:00.0000000",29.72,29.7946666666667,29.86,34,42.2666666666667,48,37,52,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,71.2,93,NA,NA,NA,28.62,28.6913333333333,28.75,7,9.8,10,37,47.1333333333333,53,17,19.8333333333333,25,0,7.46666666666667,16
"31","2006-01-31",NA,NA,29.96,30.0188235294118,30.05,27,28.5882352941176,30,37,44.2352941176471,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,56.1764705882353,75,NA,NA,NA,28.85,28.9088235294118,28.94,10,10,10,33,37.7058823529412,42,16,17.2,20,0,7.58823529411765,11
"32","2006-02-01",NA,NA,29.95,30.006875,30.08,28,30.375,36,30,47.125,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,56,93,NA,NA,NA,28.84,28.896875,28.97,10,10,10,29,39.75,44,NA,NA,NA,0,1.3125,6
"33","2006-02-02","07:35:00.0000000","18:10:00.0000000",29.62,29.7147368421053,29.9,32,41.8421052631579,50,43,50.1578947368421,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,74.8947368421053,94,NA,NA,NA,28.52,28.6061111111111,28.79,0,6.55263157894737,10,38,46.3888888888889,51,16,20.75,29,0,8.10526315789474,21
"34","2006-02-03",NA,NA,29.64,29.73375,29.82,43,46.9411764705882,54,45,59,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,66.5294117647059,94,NA,NA,NA,28.54,28.6325,28.71,7,9.82352941176471,10,44,52.375,57,18,18,18,0,4.29411764705882,9
"35","2006-02-04",NA,NA,29.61,29.7257894736842,29.83,19,30.3684210526316,39,36,41.8947368421053,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,65.4736842105263,87,NA,NA,NA,28.51,28.6242105263158,28.72,7,9,10,30,37.3157894736842,42,17,24.1875,30,8,14.8888888888889,21
"36","2006-02-05",NA,NA,29.88,29.9775,30.04,16,18.1875,23,28,36.3125,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,49.5,74,NA,NA,NA,28.77,28.8675,28.93,10,10,10,25,30,33,0,17.125,25,0,9.4375,18
"37","2006-02-06","07:32:00.0000000","18:14:00.0000000",30.03,30.0805882352941,30.14,25,33.4117647058824,37,36,36.5882352941176,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,88.2352941176471,100,NA,NA,NA,28.92,28.9705882352941,29.03,1,3.94117647058824,10,32,35.3529411764706,37,NA,NA,NA,0,2.05882352941176,6
"38","2006-02-07",NA,NA,30.06,30.1378571428571,30.18,16,20.5,28,30,40.2857142857143,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,48.5,93,NA,NA,NA,28.95,29.0221428571429,29.06,10,10,10,29,33.0714285714286,37,16,20,32,0,7.53846153846154,13
"39","2006-02-08",NA,NA,30.06,30.1161538461538,30.2,18,20.8181818181818,28,30,42,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,44.5454545454545,64,NA,NA,NA,28.95,29.0030769230769,29.08,10,10,10,26,34.0909090909091,38,17,17,17,0,7.23076923076923,13
"40","2006-02-09",NA,NA,30.02,30.2027777777778,30.26,18,22.2777777777778,28,30,37.9444444444444,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,55.2222222222222,81,NA,NA,NA,28.91,29.0838888888889,29.14,10,10,10,28,32.3333333333333,34,17,17.9,22,0,6.44444444444444,13
"41","2006-02-10","07:28:00.0000000","18:18:00.0000000",30.04,30.1341176470588,30.27,21,24.875,39,27,43.2941176470588,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,53.75,87,NA,NA,NA,28.93,29.02,29.15,7,9.47058823529412,10,26,35.875,41,NA,NA,NA,0,4.3125,10
"42","2006-02-11","07:27:00.0000000","18:18:00.0000000",29.81,29.875,29.98,27,32.6842105263158,39,34,37.5,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,82.3888888888889,100,NA,NA,NA,28.71,28.7672222222222,28.87,0.5,7.125,10,31,35.3529411764706,39,16,21,26,0,7.94736842105263,16
"43","2006-02-12","07:26:00.0000000","18:19:00.0000000",29.98,30.0623529411765,30.12,21,22.7647058823529,27,28,33.7222222222222,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,65,80,NA,NA,NA,28.87,28.9511764705882,29,5,9.0625,10,26,29.625,32,16,20,24,7,10.625,14
"44","2006-02-13",NA,NA,30.17,30.2188235294118,30.27,16,18.3333333333333,21,25,33.2352941176471,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,55.1333333333333,80,NA,NA,NA,29.05,29.0988235294118,29.15,7,9.82352941176471,10,23,28.3333333333333,32,16,16.75,17,0,7.6,11
"45","2006-02-14",NA,NA,30.2,30.2406666666667,30.28,19,20.7333333333333,25,27,47.0666666666667,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,38.2,74,NA,NA,NA,29.08,29.1206666666667,29.16,10,10,10,24,36.7333333333333,42,NA,NA,NA,0,4.33333333333333,9
"46","2006-02-15",NA,NA,30.22,30.276,30.33,30,37,39,43,56.6666666666667,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,49.0666666666667,66,NA,NA,NA,29.1,29.156,29.21,10,10,10,38,47.0666666666667,51,16,17,18,0,7,13
"47","2006-02-16",NA,NA,30.15,30.2211764705882,30.31,32,40.25,45,46,61.5625,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,46.4375,62,NA,NA,NA,29.03,29.1035294117647,29.19,10,10,10,41,50.875,56,16,17.75,21,0,7.82352941176471,13
"48","2006-02-17","07:21:00.0000000","18:24:00.0000000",30.17,30.2555555555556,30.29,34,41.6666666666667,46,45,52.6666666666667,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,66.6666666666667,77,NA,NA,NA,29.05,29.1358823529412,29.17,3,9.27777777777778,10,40,47.2941176470588,51,18,18,18,5,7.38888888888889,13
"49","2006-02-18","07:20:00.0000000","18:25:00.0000000",30.17,30.2547058823529,30.3,25,29.5882352941176,34,21,34.2222222222222,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,81.5882352941177,93,NA,NA,NA,29.05,29.135,29.18,2,5.61,10,28,32.8125,35,16,17.6666666666667,20,5,139.705882352941,2237
"50","2006-02-19","07:19:00.0000000","18:26:00.0000000",30.28,30.3352941176471,30.4,19,26.7647058823529,30,25,31.4705882352941,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,83.7647058823529,93,NA,NA,NA,29.16,29.2152941176471,29.28,3,4.17647058823529,7,23,29.6470588235294,34,NA,NA,NA,0,1.8125,7
"51","2006-02-20","07:18:00.0000000","18:27:00.0000000",30.07,30.1394736842105,30.21,34,36.8947368421053,39,34,39,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,92.5789473684211,100,NA,NA,NA,28.96,29.0227777777778,29.09,0.5,2.14473684210526,5,34,38,40,NA,NA,NA,0,2.89473684210526,7
"52","2006-02-21","07:17:00.0000000","18:28:00.0000000",30.04,30.0784615384615,30.14,37,39.9230769230769,43,39,45.6923076923077,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,81.6153846153846,100,NA,NA,NA,28.93,28.9684615384615,29.03,1,6.84615384615385,10,39,43,48,NA,NA,NA,0,4.38461538461539,11
"53","2006-02-22","07:16:00.0000000","18:29:00.0000000",29.89,29.9494736842105,30.01,50,53.8235294117647,55,54,54.5882352941176,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,97.1764705882353,100,NA,NA,NA,28.78,28.8394736842105,28.9,0,2.703125,7,52,54.1176470588235,55,NA,NA,NA,0,2.21052631578947,6
"54","2006-02-23","07:15:00.0000000","18:29:00.0000000",29.97,30.1211111111111,30.24,23,36.8888888888889,54,45,50.4444444444444,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,64.3333333333333,100,NA,NA,NA,28.86,29.0072222222222,29.12,5,9.55555555555556,10,37,44.6111111111111,54,16,17.7142857142857,20,0,6.11111111111111,10
"55","2006-02-24",NA,NA,30.24,30.2941176470588,30.37,21,30,37,36,54.8235294117647,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,42.8235294117647,87,NA,NA,NA,29.12,29.1741176470588,29.25,10,10,10,34,43.7647058823529,49,NA,NA,NA,0,1.4375,6
"56","2006-02-25","07:12:00.0000000","18:31:00.0000000",30.06,30.1344444444444,30.24,28,43.2222222222222,46,45,47.3888888888889,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,87.4444444444444,94,NA,NA,NA,28.95,29.02,29.12,3,5.44444444444444,10,41,45.5555555555556,47,NA,NA,NA,0,3,7
"57","2006-02-26",NA,NA,30.16,30.2833333333333,30.34,7,15.8823529411765,23,34,39.5294117647059,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,40.2941176470588,65,NA,NA,NA,29.05,29.164,29.22,10,10,10,28,31.2666666666667,35,16,20.7692307692308,24,5,9.64705882352941,13
"58","2006-02-27",NA,NA,30.11,30.2077777777778,30.34,12,19.6666666666667,25,27,47.6666666666667,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,34.9444444444444,74,NA,NA,NA,29,29.0929411764706,29.22,10,10,10,24,36.5294117647059,43,NA,NA,NA,0,7.61111111111111,13
"59","2006-02-28",NA,NA,29.99,30.0488235294118,30.13,28,41.0588235294118,46,43,58.5294117647059,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,52.5294117647059,61,NA,NA,NA,28.88,28.9388235294118,29.02,10,10,10,37,49.8235294117647,55,17,20.6666666666667,28,5,9.35294117647059,16
"60","2006-03-01",NA,NA,29.92,29.981875,30.06,43,47.5625,52,50,63.625,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,57.5625,76,NA,NA,NA,28.81,28.871875,28.95,10,10,10,47,54.8125,60,17,17.75,20,0,6.9375,14
"61","2006-03-02","07:06:00.0000000","18:35:00.0000000",29.87,29.9,29.96,34,52.4705882352941,57,57,62.5882352941176,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,71.1764705882353,88,NA,NA,NA,28.76,28.79,28.85,5,6.82352941176471,7,48,57,61,0,14,22,6,9.76470588235294,17
"62","2006-03-03",NA,NA,30.04,30.121875,30.21,25,28.1875,36,41,47.625,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,47.875,61,NA,NA,NA,28.93,29.006875,29.09,10,10,10,36,39.5,46,16,20.8461538461538,25,0,10.5625,16
"63","2006-03-04",NA,NA,30.22,30.2605882352941,30.3,18,20.5625,23,34,48.8823529411765,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,35.125,60,NA,NA,NA,29.1,29.1405882352941,29.18,1.99,9.52882352941177,10,29,37.4375,42,17,19,21,0,4.875,9
"64","2006-03-05",NA,NA,30.12,30.218125,30.32,19,25.3125,36,36,53.9375,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,36.625,70,NA,NA,NA,29,29.100625,29.2,10,10,10,32,41.9375,47,NA,NA,NA,0,2.0625,8
"65","2006-03-06",NA,NA,29.98,30.0323529411765,30.06,27,38.1176470588235,46,50,57.8235294117647,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,51.1176470588235,82,NA,NA,NA,28.87,28.9223529411765,28.95,7,9.625,10,42,48.4705882352941,54,16,22.125,25,0,10.375,17
"66","2006-03-07",NA,NA,30.16,30.1913333333333,30.26,27,28.6923076923077,34,37,49.4615384615385,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,47.0769230769231,70,NA,NA,NA,29.05,29.0742857142857,29.14,10,10,10,33,40.0833333333333,45,16,16.5,17,0,4.3125,9
"67","2006-03-08",NA,NA,29.99,30.0725,30.2,28,31.125,36,39,59.0625,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,37.625,81,NA,NA,NA,28.88,28.96,29.08,7,9.625,10,37,46.1875,51,16,18.75,21,0,7.1875,11
"68","2006-03-09","06:57:00.0000000","18:41:00.0000000",29.68,29.8216666666667,29.96,45,49.1111111111111,55,50,62.2777777777778,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,63.7777777777778,94,NA,NA,NA,28.58,28.7172222222222,28.85,3,8.33,10,48,54.9444444444444,59,16,24.6666666666667,31,5,13,23
"69","2006-03-10",NA,NA,29.9,29.9735294117647,30.07,50,51,52,52,53.75,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,91,94,NA,NA,NA,28.79,28.865625,28.96,10,10,10,52,52.6666666666667,53,16,17,18,0,4.33333333333333,10
"70","2006-03-11","06:55:00.0000000","18:43:00.0000000",30.11,30.1416666666667,30.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29.0288888888889,29.05,5,8.72222222222222,10,NA,NA,NA,17,18.2857142857143,21,3,8.05555555555556,11
"71","2006-03-12",NA,NA,30.04,30.111875,30.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.93,28.99875,29.07,10,10,10,NA,NA,NA,16,17.8571428571429,21,0,7.88235294117647,15
"72","2006-03-13","06:52:00.0000000","18:44:00.0000000",29.82,29.9472222222222,30.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.71,28.8383333333333,28.94,4,7.94117647058824,10,NA,NA,NA,17,17,17,3,7.66666666666667,9
"73","2006-03-14",NA,NA,29.95,30.103125,30.23,16,20.75,28,46,53.1666666666667,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,28.5,38,NA,NA,NA,28.84,28.99,29.11,10,10,10,36,40.1666666666667,43,21,25.25,30,3,10.6470588235294,17
"74","2006-03-15",NA,NA,30.18,30.255,30.34,21,26.0625,39,36,51.5,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,41.125,87,NA,NA,NA,29.06,29.135,29.22,10,10,10,31,40.8125,45,16,17.5,21,0,5.4375,10
"75","2006-03-16",NA,NA,30.04,30.115,30.22,23,28.625,36,45,59.1875,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,33.3125,71,NA,NA,NA,28.93,29.000625,29.1,10,10,10,41,45.5,48,16,16.6666666666667,17,0,7.125,14
"76","2006-03-17",NA,NA,30.03,30.0738888888889,30.13,34,41.3125,50,46,57.875,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,57.625,88,NA,NA,NA,28.92,28.9638888888889,29.02,7,9.49666666666667,10,41,49.75,53,16,19.4545454545455,24,6,133.888888888889,2237
"77","2006-03-18",NA,NA,30.08,30.132,30.22,19,26.4375,34,39,49.5625,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,44.1875,75,NA,NA,NA,28.97,29.018,29.1,10,10,10,32,39.9333333333333,45,16,16,16,0,145.125,2237
"78","2006-03-19",NA,NA,30.06,30.108,30.17,21,31.3529411764706,43,45,50.4705882352941,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,50.2941176470588,82,NA,NA,NA,28.95,28.9973333333333,29.05,7,9.82352941176471,10,36,41.8,47,NA,NA,NA,0,3.35294117647059,7
"79","2006-03-20","06:42:00.0000000","18:50:00.0000000",29.83,29.9283333333333,30,34,37.5555555555556,39,39,46.6111111111111,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,72.6111111111111,93,NA,NA,NA,28.72,28.8183333333333,28.89,2,7.17647058823529,19,38,42.5,47,16,20.9375,25,6,11.3333333333333,16
"80","2006-03-21","06:41:00.0000000","18:51:00.0000000",29.72,29.795,29.94,37,42.4444444444444,48,41,51.0555555555556,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,74.4444444444444,93,NA,NA,NA,28.62,28.6916666666667,28.83,1,7.5,10,40,46.7222222222222,54,16,22.8333333333333,29,0,7.72222222222222,18
"81","2006-03-22",NA,NA,30.08,30.1235294117647,30.16,21,25,27,36,44,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,48.2941176470588,70,NA,NA,NA,28.97,29.0117647058823,29.05,10,10,10,32,36.4117647058824,41,17,19,21,3,7.64705882352941,13
"82","2006-03-23","06:38:00.0000000","18:52:00.0000000",30.03,30.0917647058824,30.15,28,36,41,36,45.5294117647059,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,70.7058823529412,87,NA,NA,NA,28.92,28.972,29.03,4,8.11411764705882,10,33,41.4666666666667,46,16,17.3333333333333,18,0,7.1875,14
"83","2006-03-24",NA,NA,30.02,30.0664705882353,30.1,21,26.8823529411765,30,37,43.2941176470588,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,53.4117647058824,75,NA,NA,NA,28.91,28.954,28.99,10,10,10,32,36.4,39,16,19.2,23,0,7.9375,13
